MQ3_raw,MQ135_raw,MQ2_raw,label
961,1269,331,Interference
955,1269,332,Interference
955,1271,333,Interference
957,1269,334,Interference
960,1267,333,Interference
958,1270,334,Interference
960,1270,332,Interference
955,1270,335,Interference
958,1271,330,Interference
958,1269,333,Interference
961,1271,335,Interference
956,1267,332,Interference
955,1270,333,Interference
960,1271,334,Interference
955,1268,333,Interference
958,1269,331,Interference
956,1269,333,Interference
955,1270,334,Interference
957,1270,333,Interference
956,1269,335,Interference
960,1272,334,Interference
957,1271,333,Interference
955,1267,335,Interference
955,1269,333,Interference
959,1271,331,Interference
957,1269,332,Interference
954,1266,330,Interference
957,1269,333,Interference
953,1268,334,Interference
957,1269,335,Interference
959,1270,336,Interference
953,1268,333,Interference
959,1270,332,Interference
954,1271,331,Interference
955,1270,331,Interference
962,1270,333,Interference
965,1273,334,Interference
965,1273,334,Interference
961,1271,335,Interference
964,1270,335,Interference
964,1273,334,Interference
963,1274,334,Interference
962,1270,335,Interference
964,1271,336,Interference
963,1271,332,Interference
963,1270,334,Interference
960,1271,331,Interference
963,1273,333,Interference
964,1270,335,Interference
963,1270,334,Interference
964,1271,334,Interference
963,1269,330,Interference
962,1273,331,Interference
961,1271,329,Interference
962,1271,328,Interference
965,1271,333,Interference
960,1270,331,Interference
963,1269,331,Interference
961,1271,331,Interference
962,1273,333,Interference
962,1275,333,Interference
962,1271,331,Interference
963,1271,332,Interference
963,1271,334,Interference
962,1271,331,Interference
961,1271,332,Interference
963,1273,332,Interference
962,1273,335,Interference
963,1271,333,Interference
965,1270,335,Interference
963,1271,333,Interference
963,1271,333,Interference
962,1274,331,Interference
964,1274,334,Interference
966,1273,333,Interference
965,1275,336,Interference
965,1270,336,Interference
966,1273,334,Interference
964,1273,335,Interference
966,1271,335,Interference
965,1271,335,Interference
967,1271,336,Interference
967,1273,336,Interference
964,1271,334,Interference
962,1271,335,Interference
965,1271,334,Interference
966,1274,333,Interference
965,1273,335,Interference
963,1271,333,Interference
964,1273,330,Interference
965,1275,335,Interference
963,1273,336,Interference
963,1273,333,Interference
963,1274,333,Interference
964,1274,333,Interference
963,1271,335,Interference
963,1273,335,Interference
963,1274,336,Interference
963,1275,336,Interference
964,1275,334,Interference
971,1279,335,TB
972,1279,334,TB
975,1279,336,TB
975,1278,336,TB
975,1278,335,TB
976,1279,336,TB
973,1278,336,TB
975,1280,335,TB
973,1279,334,TB
974,1280,334,TB
974,1279,334,TB
975,1280,335,TB
972,1277,335,TB
974,1279,336,TB
973,1279,335,TB
974,1279,333,TB
973,1277,334,TB
974,1278,336,TB
971,1279,334,TB
974,1277,334,TB
973,1279,331,TB
973,1277,335,TB
971,1278,334,TB
972,1278,332,TB
972,1278,331,TB
971,1279,335,TB
970,1277,333,TB
973,1275,332,TB
971,1275,336,TB
972,1275,335,TB
971,1278,335,TB
971,1277,334,TB
971,1277,333,TB
973,1277,334,TB
973,1276,332,TB
973,1279,333,TB
973,1278,332,TB
974,1278,333,TB
973,1276,334,TB
972,1275,331,TB
971,1276,334,TB
971,1275,333,TB
971,1274,332,TB
973,1277,335,TB
971,1278,335,TB
971,1275,334,TB
972,1275,333,TB
973,1277,333,TB
973,1277,334,TB
974,1277,336,TB
975,1279,335,TB
975,1279,335,TB
975,1276,331,TB
973,1279,333,TB
976,1277,335,TB
971,1277,333,TB
974,1278,335,TB
974,1277,333,TB
973,1277,329,TB
975,1278,335,TB
974,1278,334,TB
972,1277,335,TB
973,1275,334,TB
972,1277,336,TB
973,1277,333,TB
973,1276,334,TB
972,1278,333,TB
973,1278,334,TB
976,1278,333,TB
974,1279,335,TB
973,1278,336,TB
976,1278,334,TB
973,1279,333,TB
975,1279,333,TB
974,1279,334,TB
975,1278,335,TB
975,1279,334,TB
974,1279,333,TB
976,1278,335,TB
975,1277,334,TB
975,1279,335,TB
974,1277,335,TB
973,1278,333,TB
976,1279,336,TB
976,1277,336,TB
975,1278,335,TB
976,1279,336,TB
976,1279,336,TB
976,1279,336,TB
976,1279,336,TB
975,1277,335,TB
976,1280,336,TB
976,1278,336,TB
974,1277,336,TB
975,1278,335,TB
976,1278,336,TB
976,1278,336,TB
975,1279,335,TB
975,1280,336,TB
976,1279,336,TB
976,1279,335,TB
975,1279,336,TB
975,1277,334,TB
975,1278,334,TB
975,1277,335,TB
975,1277,333,TB
975,1279,335,TB
974,1274,334,TB
975,1277,336,TB
974,1279,333,TB
971,1275,332,TB
973,1275,334,TB
975,1278,333,TB
975,1278,335,TB
976,1279,336,TB
975,1279,336,TB
973,1279,334,TB
975,1279,336,TB
975,1278,336,TB
976,1279,336,TB
975,1279,337,TB
976,1278,336,TB
974,1277,335,TB
973,1277,335,TB
975,1279,336,TB
973,1279,336,TB
973,1279,336,TB
974,1280,336,TB
976,1280,336,TB
975,1277,336,TB
974,1277,335,TB
975,1278,336,TB
972,1277,334,TB
974,1278,336,TB
976,1280,336,TB
971,1279,336,TB
976,1280,336,TB
976,1279,335,TB
975,1279,336,TB
973,1280,336,TB
975,1278,335,TB
976,1279,336,TB
974,1279,335,TB
975,1278,336,TB
974,1277,335,TB
976,1279,336,TB
975,1279,336,TB
975,1277,336,TB
973,1279,335,TB
973,1279,335,TB
976,1279,337,TB
975,1278,336,TB
973,1277,335,TB
974,1279,336,TB
974,1278,334,TB
974,1278,336,TB
973,1279,335,TB
973,1279,336,TB
974,1279,336,TB
974,1280,336,TB
973,1279,335,TB
975,1279,331,TB
973,1280,334,TB
973,1278,335,TB
972,1278,336,TB
971,1279,334,TB
973,1278,334,TB
974,1279,336,TB
973,1279,337,TB
974,1280,336,TB
975,1279,336,TB
976,1281,336,TB
976,1280,336,TB
973,1278,335,TB
975,1279,336,TB
975,1277,336,TB
974,1276,336,TB
975,1279,336,TB
974,1279,337,TB
976,1281,336,TB
975,1279,336,TB
973,1279,336,TB
975,1278,336,TB
975,1279,336,TB
975,1279,335,TB
975,1278,334,TB
975,1279,335,TB
975,1277,336,TB
975,1278,334,TB
975,1278,336,TB
976,1280,336,TB
975,1277,336,TB
976,1279,336,TB
976,1279,336,TB
976,1278,335,TB
975,1276,335,TB
976,1279,336,TB
974,1279,336,TB
976,1278,336,TB
975,1278,336,TB
976,1277,334,TB
976,1277,336,TB
975,1277,334,TB
974,1278,336,TB
975,1278,336,TB
975,1278,335,TB
975,1279,336,TB
974,1279,337,TB
976,1280,336,TB
975,1279,336,TB
975,1279,336,TB
976,1280,336,TB
976,1279,336,TB
975,1279,336,TB
976,1279,336,TB
976,1281,336,TB
976,1281,336,TB
976,1278,336,TB
976,1279,336,TB
975,1278,335,TB
974,1278,336,TB
975,1278,336,TB
974,1280,336,TB
975,1279,336,TB
971,1279,336,TB
972,1279,336,TB
976,1278,338,TB
976,1279,336,TB
975,1279,335,TB
974,1279,335,TB
974,1279,336,TB
974,1279,335,TB
970,1278,330,TB
973,1279,335,TB
975,1278,336,TB
974,1279,336,TB
975,1279,335,TB
974,1277,336,TB
975,1277,335,TB
973,1278,335,TB
976,1279,336,TB
973,1279,334,TB
975,1279,336,TB
974,1278,336,TB
973,1278,335,TB
972,1279,333,TB
973,1278,334,TB
973,1277,334,TB
973,1279,336,TB
971,1279,334,TB
974,1279,334,TB
973,1279,336,TB
974,1279,336,TB
975,1277,336,TB
974,1278,336,TB
973,1278,336,TB
973,1278,335,TB
970,1279,334,TB
976,1278,336,TB
975,1279,336,TB
973,1279,333,TB
975,1280,336,TB
974,1277,332,TB
975,1279,335,TB
975,1278,336,TB
975,1279,333,TB
975,1278,335,TB
975,1281,336,TB
974,1279,336,TB
974,1278,335,TB
975,1276,335,TB
975,1279,336,TB
973,1279,335,TB
973,1276,335,TB
974,1277,333,TB
975,1279,336,TB
973,1278,336,TB
975,1279,335,TB
971,1277,336,TB
975,1279,336,TB
974,1279,335,TB
975,1279,333,TB
973,1278,336,TB
972,1279,333,TB
973,1279,335,TB
975,1277,336,TB
973,1277,335,TB
975,1278,336,TB
975,1278,336,TB
974,1276,334,TB
974,1278,334,TB
975,1279,335,TB
975,1278,335,TB
972,1278,331,TB
974,1279,334,TB
976,1278,336,TB
975,1277,335,TB
976,1278,336,TB
974,1280,335,TB
976,1278,336,TB
975,1279,336,TB
976,1279,336,TB
975,1280,336,TB
976,1279,336,TB
976,1278,336,TB
976,1280,336,TB
975,1279,335,TB
976,1279,336,TB
976,1279,336,TB
976,1280,335,TB
976,1278,335,TB
975,1279,335,TB
976,1277,336,TB
975,1280,336,TB
975,1279,336,TB
974,1276,333,TB
975,1278,334,TB
974,1278,336,TB
974,1279,336,TB
974,1278,336,TB
975,1279,336,TB
975,1280,336,TB
976,1281,334,TB
975,1278,336,TB
976,1279,336,TB
974,1279,334,TB
975,1279,335,TB
975,1281,335,TB
975,1277,336,TB
976,1278,336,TB
976,1279,336,TB
976,1278,334,TB
976,1279,335,TB
973,1280,333,TB
974,1279,334,TB
976,1279,336,TB
975,1279,335,TB
976,1277,336,TB
976,1279,335,TB
976,1277,335,TB
976,1279,336,TB
974,1279,334,TB
976,1279,334,TB
975,1279,336,TB
975,1279,336,TB
974,1278,335,TB
976,1280,336,TB
975,1277,335,TB
976,1278,336,TB
975,1280,336,TB
976,1279,336,TB
974,1279,336,TB
975,1278,336,TB
975,1278,334,TB
976,1279,336,TB
974,1279,336,TB
976,1279,334,TB
975,1278,334,TB
976,1279,336,TB
976,1279,335,TB
975,1279,337,TB
975,1279,336,TB
975,1279,335,TB
976,1279,336,TB
974,1280,336,TB
976,1280,336,TB
976,1278,336,TB
975,1277,336,TB
974,1278,336,TB
975,1279,336,TB
975,1279,335,TB
974,1280,336,TB
974,1276,335,TB
975,1276,336,TB
976,1278,336,TB
976,1279,336,TB
976,1279,335,TB
976,1279,336,TB
975,1279,336,TB
975,1278,336,TB
976,1278,336,TB
976,1279,335,TB
976,1280,336,TB
976,1279,339,TB
976,1281,338,TB
976,1277,337,TB
976,1278,337,TB
976,1279,336,TB
976,1278,336,TB
976,1280,337,TB
976,1281,337,TB
976,1279,337,TB
976,1279,336,TB
976,1279,337,TB
976,1278,337,TB
976,1279,338,TB
976,1279,337,TB
976,1278,337,TB
975,1279,336,TB
976,1280,336,TB
976,1279,338,TB
975,1278,337,TB
976,1280,337,TB
976,1280,339,TB
976,1279,336,TB
976,1280,336,TB
976,1280,338,TB
974,1278,336,TB
976,1280,336,TB
976,1280,336,TB
975,1278,336,TB
976,1280,337,TB
976,1279,336,TB
976,1279,337,TB
976,1279,339,TB
976,1279,336,TB
975,1280,336,TB
975,1280,337,TB
976,1280,337,TB
975,1279,337,TB
976,1279,336,TB
976,1280,336,TB
976,1280,337,TB
976,1279,337,TB
976,1279,336,TB
976,1279,336,TB
976,1279,337,TB
976,1279,336,TB
975,1280,336,TB
976,1280,338,TB
976,1278,338,TB
975,1278,337,TB
976,1280,338,TB
975,1278,337,TB
976,1279,336,TB
976,1280,337,TB
976,1280,336,TB
975,1282,337,TB
976,1279,336,TB
976,1279,337,TB
976,1278,336,TB
976,1277,337,TB
976,1279,336,TB
976,1278,336,TB
976,1279,337,TB
976,1278,337,TB
976,1278,337,TB
975,1279,337,TB
976,1280,336,TB
975,1279,336,TB
975,1280,336,TB
974,1278,336,TB
976,1278,336,TB
975,1278,338,TB
976,1278,337,TB
975,1279,336,TB
976,1277,338,TB
976,1279,336,TB
975,1279,336,TB
975,1281,339,TB
975,1280,336,TB
975,1278,336,TB
975,1277,335,TB
975,1277,335,TB
976,1278,336,TB
976,1279,336,TB
976,1279,337,TB
975,1280,336,TB
976,1279,336,TB
976,1279,336,TB
976,1280,336,TB
975,1279,336,TB
976,1279,337,TB
976,1278,336,TB
976,1278,336,TB
976,1279,336,TB
976,1279,336,TB
976,1277,332,TB
976,1277,335,TB
976,1277,336,TB
975,1278,336,TB
976,1279,336,TB
976,1277,336,TB
976,1279,337,TB
976,1279,336,TB
976,1279,336,TB
975,1277,336,TB
975,1277,336,TB
976,1279,336,TB
976,1277,337,TB
976,1277,336,TB
976,1279,337,TB
976,1277,336,TB
976,1279,336,TB
976,1278,336,TB
976,1277,336,TB
974,1279,336,TB
976,1278,337,TB
976,1279,337,TB
976,1279,338,TB
976,1280,337,TB
976,1280,336,TB
976,1279,336,TB
976,1279,336,TB
976,1279,336,TB
975,1279,336,TB
977,1279,339,TB
976,1278,338,TB
976,1279,338,TB
976,1280,336,TB
978,1280,337,TB
976,1279,338,TB
976,1278,337,TB
976,1279,337,TB
977,1279,337,TB
976,1279,337,TB
976,1280,335,TB
976,1279,336,TB
976,1280,336,TB
976,1279,336,TB
976,1280,336,TB
975,1278,337,TB
976,1279,336,TB
976,1280,336,TB
976,1280,336,TB
976,1279,336,TB
976,1279,336,TB
976,1278,335,TB
977,1279,336,TB
976,1279,334,TB
977,1281,336,TB
976,1279,336,TB
976,1278,336,TB
977,1281,338,TB
976,1280,336,TB
976,1280,336,TB
976,1280,336,TB
976,1279,336,TB
977,1280,336,TB
976,1279,334,TB
976,1279,336,TB
976,1280,336,TB
976,1280,335,TB
976,1280,336,TB
976,1279,335,TB
976,1280,336,TB
976,1281,336,TB
976,1278,336,TB
976,1280,338,TB
977,1278,338,TB
976,1278,336,TB
976,1278,336,TB
976,1279,338,TB
976,1280,338,TB
976,1279,336,TB
976,1279,336,TB
976,1280,336,TB
976,1279,338,TB
976,1280,337,TB
976,1279,336,TB
976,1279,337,TB
976,1276,338,TB
976,1278,339,TB
976,1277,337,TB
976,1279,337,TB
976,1278,337,TB
976,1279,338,TB
976,1279,338,TB
975,1279,337,TB
976,1278,336,TB
976,1278,336,TB
976,1279,337,TB
976,1278,337,TB
975,1279,336,TB
978,1279,337,TB
977,1278,337,TB
977,1279,336,TB
977,1278,338,TB
977,1279,337,TB
976,1278,336,TB
976,1279,336,TB
976,1278,336,TB
976,1279,336,TB
976,1279,337,TB
978,1280,337,TB
976,1278,336,TB
976,1278,333,TB
977,1279,337,TB
969,1277,336,TB
971,1278,336,TB
963,1277,335,TB
967,1275,336,TB
970,1278,338,TB
967,1275,336,TB
971,1279,338,TB
965,1274,336,TB
966,1275,336,TB
973,1277,336,TB
971,1277,336,TB
967,1275,336,TB
967,1278,336,TB
970,1279,336,TB
967,1274,336,TB
969,1277,336,TB
975,1278,336,TB
973,1278,336,TB
973,1279,337,TB
972,1277,336,TB
974,1279,338,TB
970,1278,337,TB
971,1277,338,TB
971,1277,340,TB
975,1279,337,TB
973,1278,336,TB
972,1277,336,TB
969,1276,336,TB
969,1274,336,TB
971,1278,338,TB
971,1278,339,TB
971,1279,337,TB
971,1277,337,TB
974,1279,336,TB
974,1280,338,TB
975,1277,338,TB
970,1277,336,TB
976,1276,336,TB
971,1276,336,TB
971,1274,335,TB
969,1274,336,TB
970,1278,337,TB
964,1275,335,TB
975,1275,336,TB
976,1277,337,TB
976,1279,339,TB
977,1279,338,TB
976,1279,337,TB
979,1281,337,TB
976,1281,337,TB
978,1281,338,TB
977,1279,338,TB
976,1280,336,TB
977,1281,338,TB
977,1279,336,TB
976,1280,342,TB
977,1279,338,TB
978,1279,338,TB
976,1279,335,TB
976,1278,336,TB
976,1279,338,TB
977,1279,340,TB
977,1279,336,TB
976,1277,336,TB
977,1279,338,TB
976,1279,338,TB
976,1279,337,TB
976,1278,337,TB
976,1279,336,TB
976,1278,337,TB
977,1278,338,TB
978,1280,337,TB
976,1277,339,TB
979,1281,337,TB
979,1280,339,TB
976,1281,336,TB
978,1280,337,TB
977,1282,337,TB
977,1280,337,TB
981,1280,338,TB
976,1279,336,TB
979,1280,336,TB
976,1279,336,TB
976,1278,336,TB
978,1279,336,TB
978,1283,339,TB
977,1282,337,TB
980,1281,337,TB
979,1279,338,TB
976,1280,337,TB
979,1279,337,TB
980,1281,338,TB
978,1280,337,TB
979,1280,337,TB
979,1279,337,TB
977,1280,336,TB
978,1280,336,TB
979,1279,339,TB
978,1280,337,TB
978,1280,337,TB
979,1279,337,TB
978,1281,336,TB
977,1279,337,TB
977,1280,336,TB
977,1281,340,TB
980,1282,339,TB
977,1280,337,TB
977,1281,339,TB
977,1281,338,TB
977,1281,336,TB
977,1279,338,TB
980,1280,340,TB
977,1280,337,TB
978,1280,337,TB
977,1280,338,TB
977,1280,339,TB
977,1280,336,TB
977,1280,339,TB
978,1279,342,TB
977,1279,337,TB
979,1280,336,TB
978,1281,336,TB
978,1281,336,TB
978,1281,338,TB
979,1280,338,TB
976,1282,338,TB
976,1281,339,TB
976,1278,337,TB
977,1280,338,TB
979,1279,339,TB
977,1279,338,TB
977,1280,337,TB
978,1280,338,TB
977,1279,336,TB
976,1278,336,TB
977,1279,337,TB
976,1280,337,TB
978,1279,337,TB
977,1279,340,TB
976,1280,338,TB
978,1280,338,TB
978,1279,339,TB
977,1279,337,TB
976,1279,338,TB
976,1279,337,TB
976,1281,337,TB
976,1279,338,TB
976,1282,337,TB
977,1282,339,TB
979,1280,339,TB
977,1281,339,TB
976,1281,338,TB
977,1282,339,TB
977,1279,338,TB
976,1280,338,TB
977,1281,339,TB
978,1281,341,TB
977,1281,338,TB
976,1281,337,TB
976,1281,336,TB
977,1280,338,TB
978,1282,338,TB
976,1280,336,TB
977,1281,342,TB
977,1279,340,TB
976,1282,338,TB
978,1280,339,TB
978,1282,340,TB
978,1282,337,TB
976,1281,338,TB
978,1283,340,TB
977,1281,336,TB
976,1281,336,TB
977,1280,336,TB
976,1277,336,TB
976,1279,335,TB
976,1277,336,TB
977,1280,336,TB
976,1278,336,TB
976,1278,336,TB
976,1279,336,TB
976,1279,336,TB
976,1278,336,TB
976,1278,335,TB
976,1279,335,TB
974,1279,335,TB
976,1279,336,TB
976,1278,336,TB
976,1279,336,TB
976,1278,335,TB
976,1278,336,TB
976,1279,336,TB
976,1277,336,TB
976,1277,335,TB
976,1277,336,TB
976,1279,337,TB
976,1279,336,TB
974,1279,337,TB
966,1277,333,TB
975,1279,336,TB
975,1279,335,TB
976,1278,336,TB
976,1278,334,TB
976,1279,336,TB
976,1278,335,TB
976,1278,336,TB
974,1278,336,TB
976,1279,335,TB
976,1279,336,TB
976,1282,336,TB
976,1280,335,TB
976,1279,336,TB
976,1279,336,TB
976,1280,336,TB
976,1281,336,TB
977,1279,336,TB
976,1279,335,TB
977,1279,335,TB
977,1281,336,TB
975,1279,336,TB
977,1280,336,TB
976,1281,335,TB
976,1279,335,TB
976,1279,336,TB
976,1278,336,TB
978,1279,336,TB
976,1278,336,TB
976,1278,336,TB
976,1280,336,TB
976,1279,334,TB
976,1280,336,TB
977,1281,336,TB
976,1279,336,TB
976,1281,336,TB
976,1280,336,TB
979,1278,335,TB
976,1279,336,TB
976,1279,335,TB
976,1277,336,TB
976,1278,336,TB
977,1280,336,TB
976,1279,336,TB
976,1281,335,TB
976,1279,335,TB
976,1281,336,TB
976,1279,337,TB
976,1281,336,TB
976,1279,336,TB
976,1279,336,TB
977,1280,336,TB
977,1280,336,TB
977,1279,336,TB
976,1280,335,TB
976,1280,336,TB
977,1279,336,TB
976,1279,336,TB
976,1280,336,TB
976,1279,335,TB
977,1279,336,TB
977,1279,336,TB
977,1279,336,TB
978,1279,336,TB
976,1279,335,TB
976,1267,334,TB
977,1281,336,TB
977,1279,337,TB
980,1280,336,TB
977,1279,336,TB
977,1280,335,TB
977,1279,335,TB
977,1280,336,TB
978,1279,336,TB
977,1280,336,TB
979,1281,336,TB
977,1280,336,TB
976,1280,336,TB
977,1281,335,TB
979,1280,336,TB
978,1279,336,TB
978,1281,336,TB
977,1280,336,TB
978,1281,336,TB
977,1279,336,TB
976,1280,336,TB
977,1280,335,TB
979,1280,336,TB
978,1279,338,TB
979,1279,336,TB
978,1282,336,TB
977,1283,336,TB
977,1283,336,TB
978,1280,336,TB
977,1279,336,TB
978,1281,336,TB
977,1280,336,TB
979,1282,337,TB
977,1281,336,TB
980,1281,336,TB
978,1281,336,TB
980,1281,336,TB
979,1281,336,TB
978,1281,336,TB
977,1281,336,TB
977,1281,337,TB
979,1282,337,TB
978,1281,336,TB
978,1282,336,TB
977,1280,336,TB
977,1283,334,TB
977,1281,336,TB
977,1280,336,TB
976,1279,336,TB
975,1280,336,TB
976,1280,335,TB
976,1281,334,TB
975,1280,334,TB
975,1281,336,TB
976,1280,335,TB
975,1279,335,TB
976,1281,336,TB
976,1278,333,TB
976,1281,336,TB
976,1279,336,TB
976,1282,336,TB
976,1280,336,TB
977,1280,336,TB
976,1281,336,TB
977,1280,336,TB
976,1280,334,TB
976,1279,336,TB
978,1280,336,TB
977,1281,336,TB
976,1279,335,TB
976,1282,335,TB
976,1280,336,TB
976,1278,335,TB
977,1279,336,TB
975,1279,335,TB
976,1279,336,TB
976,1278,334,TB
976,1279,336,TB
976,1280,333,TB
978,1280,336,TB
976,1281,336,TB
976,1279,335,TB
977,1280,336,TB
977,1279,336,TB
977,1280,335,TB
977,1280,336,TB
977,1279,336,TB
976,1281,336,TB
977,1280,335,TB
977,1279,335,TB
976,1279,336,TB
977,1280,336,TB
979,1280,338,TB
977,1279,336,TB
978,1281,336,TB
977,1280,336,TB
976,1280,336,TB
976,1279,335,TB
977,1279,334,TB
977,1280,336,TB
976,1279,334,TB
976,1280,334,TB
977,1281,334,TB
976,1280,336,TB
976,1279,336,TB
978,1281,336,TB
976,1279,335,TB
976,1278,333,TB
976,1278,335,TB
977,1279,336,TB
976,1280,335,TB
975,1279,335,TB
976,1279,335,TB
977,1281,336,TB
976,1280,334,TB
976,1280,336,TB
976,1281,336,TB
976,1280,335,TB
977,1281,335,TB
977,1281,336,TB
976,1279,336,TB
972,1279,335,TB
971,1278,336,TB
966,1278,335,TB
975,1278,335,TB
973,1279,335,TB
972,1279,336,TB
969,1279,333,TB
973,1280,334,TB
971,1278,336,TB
976,1278,336,TB
976,1280,335,TB
976,1278,336,TB
976,1278,336,TB
976,1279,335,TB
976,1282,336,TB
976,1278,335,TB
976,1280,335,TB
978,1278,336,TB
976,1280,336,TB
976,1279,336,TB
976,1280,335,TB
976,1279,336,TB
975,1279,335,TB
976,1281,336,TB
978,1279,336,TB
977,1280,336,TB
976,1280,336,TB
976,1279,336,TB
976,1279,336,TB
978,1281,336,TB
978,1282,336,TB
977,1280,336,TB
977,1280,336,TB
978,1279,336,TB
976,1281,336,TB
976,1281,336,TB
978,1281,336,TB
977,1281,336,TB
978,1280,335,TB
976,1280,335,TB
977,1279,336,TB
978,1279,336,TB
979,1281,336,TB
976,1278,336,TB
978,1281,336,TB
977,1280,336,TB
979,1279,336,TB
977,1282,337,TB
977,1281,335,TB
976,1280,335,TB
977,1281,336,TB
978,1281,335,TB
978,1282,336,TB
977,1283,336,TB
977,1281,336,TB
979,1281,336,TB
976,1281,336,TB
978,1281,336,TB
977,1282,336,TB
978,1282,336,TB
976,1282,336,TB
977,1283,336,TB
977,1279,336,TB
978,1280,334,TB
978,1280,336,TB
977,1282,336,TB
978,1281,336,TB
976,1281,336,TB
976,1280,336,TB
977,1281,336,TB
977,1281,335,TB
977,1282,336,TB
977,1280,336,TB
976,1280,336,TB
977,1281,336,TB
979,1282,338,TB
978,1280,336,TB
980,1282,336,TB
976,1283,336,TB
978,1281,335,TB
978,1282,338,TB
978,1280,335,TB
979,1280,336,TB
976,1280,336,TB
976,1279,336,TB
978,1281,337,TB
977,1281,336,TB
979,1278,336,TB
978,1279,336,TB
981,1281,337,TB
978,1281,336,TB
976,1281,336,TB
978,1281,336,TB
979,1281,336,TB
979,1280,336,TB
979,1281,337,TB
979,1281,337,TB
977,1280,337,TB
980,1282,338,TB
978,1281,337,TB
979,1280,339,TB
981,1281,337,TB
978,1282,336,TB
978,1281,335,TB
981,1280,336,TB
980,1280,337,TB
978,1280,336,TB
979,1282,336,TB
978,1282,336,TB
977,1280,335,TB
982,1282,337,TB
979,1280,338,TB
979,1282,337,TB
979,1280,335,TB
978,1282,336,TB
980,1281,336,TB
977,1281,335,TB
978,1280,336,TB
981,1280,336,TB
979,1282,338,TB
980,1284,336,TB
979,1281,338,TB
981,1281,336,TB
979,1282,338,TB
978,1283,337,TB
981,1280,337,TB
980,1282,336,TB
979,1281,336,TB
978,1279,336,TB
978,1280,336,TB
981,1281,337,TB
979,1282,337,TB
978,1281,336,TB
980,1280,336,TB
979,1281,336,TB
979,1281,337,TB
979,1280,336,TB
976,1279,336,TB
979,1283,336,TB
980,1280,336,TB
977,1279,336,TB
978,1280,336,TB
979,1280,336,TB
976,1281,336,TB
982,1281,336,TB
980,1281,336,TB
981,1280,337,TB
977,1280,336,TB
979,1281,336,TB
980,1281,339,TB
977,1281,336,TB
978,1281,337,TB
977,1281,336,TB
976,1280,336,TB
977,1281,336,TB
978,1281,336,TB
978,1280,336,TB
979,1281,337,TB
977,1281,337,TB
978,1281,336,TB
978,1282,337,TB
979,1281,336,TB
978,1280,337,TB
978,1279,336,TB
977,1281,337,TB
979,1281,336,TB
977,1282,336,TB
979,1281,336,TB
980,1283,336,TB
979,1281,336,TB
979,1282,338,TB
978,1282,336,TB
978,1282,337,TB
979,1283,336,TB
979,1281,337,TB
978,1283,335,TB
979,1280,336,TB
977,1280,334,TB
977,1282,336,TB
978,1281,336,TB
976,1280,333,TB
976,1282,336,TB
979,1281,336,TB
977,1282,337,TB
979,1282,337,TB
977,1281,336,TB
976,1281,336,TB
978,1281,336,TB
978,1283,336,TB
979,1283,336,TB
981,1282,336,TB
980,1279,336,TB
978,1281,336,TB
977,1281,336,TB
977,1281,336,TB
977,1279,336,TB
976,1280,335,TB
977,1283,336,TB
976,1281,334,TB
977,1280,336,TB
978,1279,336,TB
978,1283,337,TB
979,1282,338,TB
980,1283,336,TB
979,1282,335,TB
979,1281,336,TB
977,1281,336,TB
978,1281,335,TB
979,1279,336,TB
979,1282,336,TB
978,1283,336,TB
980,1282,337,TB
978,1283,336,TB
982,1282,336,TB
979,1280,336,TB
980,1281,337,TB
979,1282,338,TB
980,1281,337,TB
979,1280,336,TB
977,1280,337,TB
980,1281,337,TB
978,1282,336,TB
979,1281,336,TB
977,1281,335,TB
978,1279,336,TB
980,1280,336,TB
977,1280,336,TB
978,1279,336,TB
977,1281,336,TB
977,1281,334,TB
977,1282,335,TB
977,1281,337,TB
980,1282,336,TB
979,1282,336,TB
981,1281,337,TB
